"yr","naics_code","naics_code_descr","revenue_category","employee_size","number_of_biz"
"2018","336","Transportation Equipment Manufacturing","Less than $100K","Over 10,000","0"
"2018","336","Transportation Equipment Manufacturing","$100K-$200K","Over 10,000","0"
"2018","336","Transportation Equipment Manufacturing","$200K-$500K","Over 10,000","0"
"2018","336","Transportation Equipment Manufacturing","$500K-$1M","Over 10,000","0"
"2018","336","Transportation Equipment Manufacturing","$1M-$2.5M","Over 10,000","0"
"2018","336","Transportation Equipment Manufacturing","$2.5M-$5M","Over 10,000","0"
"2018","336","Transportation Equipment Manufacturing","$5M-$10M","Over 10,000","0"
"2018","336","Transportation Equipment Manufacturing","$10M-$20M","Over 10,000","0"
"2018","336","Transportation Equipment Manufacturing","$20M-$50M","Over 10,000","0"
"2018","336","Transportation Equipment Manufacturing","$50M-$100M","Over 10,000","0"
"2018","336","Transportation Equipment Manufacturing","$100M-$500M","Over 10,000","0"
"2018","336","Transportation Equipment Manufacturing","$500M-$1B","Over 10,000","0"
"2018","336","Transportation Equipment Manufacturing","Over $1B","Over 10,000","0"
"2018","336","Transportation Equipment Manufacturing","Total","Over 10,000","0"
"2018","336","Transportation Equipment Manufacturing","NA","NA","1"
"2018","336","Transportation Equipment Manufacturing","Less than $100K","NA","0"
"2018","336","Transportation Equipment Manufacturing","$100K-$200K","NA","0"
"2018","336","Transportation Equipment Manufacturing","$200K-$500K","NA","0"
"2018","336","Transportation Equipment Manufacturing","$500K-$1M","NA","0"
"2018","336","Transportation Equipment Manufacturing","$1M-$2.5M","NA","0"
"2018","336","Transportation Equipment Manufacturing","$2.5M-$5M","NA","0"
"2018","336","Transportation Equipment Manufacturing","$5M-$10M","NA","0"
"2018","336","Transportation Equipment Manufacturing","$10M-$20M","NA","0"
"2018","336","Transportation Equipment Manufacturing","$20M-$50M","NA","0"
"2018","336","Transportation Equipment Manufacturing","$50M-$100M","NA","0"
"2018","336","Transportation Equipment Manufacturing","$100M-$500M","NA","0"
"2018","336","Transportation Equipment Manufacturing","$500M-$1B","NA","0"
"2018","336","Transportation Equipment Manufacturing","Over $1B","NA","0"
"2018","336","Transportation Equipment Manufacturing","Total","NA","1"
"2018","336","Transportation Equipment Manufacturing","NA","Total","14"
"2018","336","Transportation Equipment Manufacturing","Less than $100K","Total","0"
"2018","336","Transportation Equipment Manufacturing","$100K-$200K","Total","12"
"2018","336","Transportation Equipment Manufacturing","$200K-$500K","Total","50"
"2018","336","Transportation Equipment Manufacturing","$500K-$1M","Total","142"
"2018","336","Transportation Equipment Manufacturing","$1M-$2.5M","Total","131"
"2018","336","Transportation Equipment Manufacturing","$2.5M-$5M","Total","60"
"2018","336","Transportation Equipment Manufacturing","$5M-$10M","Total","58"
"2018","336","Transportation Equipment Manufacturing","$10M-$20M","Total","17"
"2018","336","Transportation Equipment Manufacturing","$20M-$50M","Total","11"
"2018","336","Transportation Equipment Manufacturing","$50M-$100M","Total","3"
"2018","336","Transportation Equipment Manufacturing","$100M-$500M","Total","18"
"2018","336","Transportation Equipment Manufacturing","$500M-$1B","Total","0"
"2018","336","Transportation Equipment Manufacturing","Over $1B","Total","0"
"2018","336","Transportation Equipment Manufacturing","Total","Total","516"
"2018","337","Furniture and Related Product Manufacturing","NA","1-4","5"
"2018","337","Furniture and Related Product Manufacturing","Less than $100K","1-4","0"
"2018","337","Furniture and Related Product Manufacturing","$100K-$200K","1-4","20"
"2018","337","Furniture and Related Product Manufacturing","$200K-$500K","1-4","118"
"2018","337","Furniture and Related Product Manufacturing","$500K-$1M","1-4","291"
"2018","337","Furniture and Related Product Manufacturing","$1M-$2.5M","1-4","498"
"2018","337","Furniture and Related Product Manufacturing","$2.5M-$5M","1-4","0"
"2018","337","Furniture and Related Product Manufacturing","$5M-$10M","1-4","0"
"2018","337","Furniture and Related Product Manufacturing","$10M-$20M","1-4","0"
"2018","337","Furniture and Related Product Manufacturing","$20M-$50M","1-4","0"
"2018","337","Furniture and Related Product Manufacturing","$50M-$100M","1-4","0"
"2018","337","Furniture and Related Product Manufacturing","$100M-$500M","1-4","0"
"2018","337","Furniture and Related Product Manufacturing","$500M-$1B","1-4","0"
"2018","337","Furniture and Related Product Manufacturing","Over $1B","1-4","0"
"2018","337","Furniture and Related Product Manufacturing","Total","1-4","932"
"2018","337","Furniture and Related Product Manufacturing","NA","5-9","1"
"2018","337","Furniture and Related Product Manufacturing","Less than $100K","5-9","0"
"2018","337","Furniture and Related Product Manufacturing","$100K-$200K","5-9","0"
"2018","337","Furniture and Related Product Manufacturing","$200K-$500K","5-9","0"
"2018","337","Furniture and Related Product Manufacturing","$500K-$1M","5-9","11"
"2018","337","Furniture and Related Product Manufacturing","$1M-$2.5M","5-9","518"
"2018","337","Furniture and Related Product Manufacturing","$2.5M-$5M","5-9","2"
"2018","337","Furniture and Related Product Manufacturing","$5M-$10M","5-9","0"
"2018","337","Furniture and Related Product Manufacturing","$10M-$20M","5-9","0"
"2018","337","Furniture and Related Product Manufacturing","$20M-$50M","5-9","0"
"2018","337","Furniture and Related Product Manufacturing","$50M-$100M","5-9","0"
"2018","337","Furniture and Related Product Manufacturing","$100M-$500M","5-9","0"
"2018","337","Furniture and Related Product Manufacturing","$500M-$1B","5-9","0"
"2018","337","Furniture and Related Product Manufacturing","Over $1B","5-9","0"
"2018","337","Furniture and Related Product Manufacturing","Total","5-9","532"
"2018","337","Furniture and Related Product Manufacturing","NA","10-19","0"
"2018","337","Furniture and Related Product Manufacturing","Less than $100K","10-19","0"
"2018","337","Furniture and Related Product Manufacturing","$100K-$200K","10-19","0"
"2018","337","Furniture and Related Product Manufacturing","$200K-$500K","10-19","1"
"2018","337","Furniture and Related Product Manufacturing","$500K-$1M","10-19","1"
"2018","337","Furniture and Related Product Manufacturing","$1M-$2.5M","10-19","21"
"2018","337","Furniture and Related Product Manufacturing","$2.5M-$5M","10-19","88"
"2018","337","Furniture and Related Product Manufacturing","$5M-$10M","10-19","5"
"2018","337","Furniture and Related Product Manufacturing","$10M-$20M","10-19","0"
"2018","337","Furniture and Related Product Manufacturing","$20M-$50M","10-19","0"
"2018","337","Furniture and Related Product Manufacturing","$50M-$100M","10-19","0"
"2018","337","Furniture and Related Product Manufacturing","$100M-$500M","10-19","0"
"2018","337","Furniture and Related Product Manufacturing","$500M-$1B","10-19","0"
"2018","337","Furniture and Related Product Manufacturing","Over $1B","10-19","0"
"2018","337","Furniture and Related Product Manufacturing","Total","10-19","116"
"2018","337","Furniture and Related Product Manufacturing","NA","20-49","0"
"2018","337","Furniture and Related Product Manufacturing","Less than $100K","20-49","0"
"2018","337","Furniture and Related Product Manufacturing","$100K-$200K","20-49","0"
"2018","337","Furniture and Related Product Manufacturing","$200K-$500K","20-49","0"
"2018","337","Furniture and Related Product Manufacturing","$500K-$1M","20-49","0"
"2018","337","Furniture and Related Product Manufacturing","$1M-$2.5M","20-49","2"
"2018","337","Furniture and Related Product Manufacturing","$2.5M-$5M","20-49","8"
"2018","337","Furniture and Related Product Manufacturing","$5M-$10M","20-49","24"
"2018","337","Furniture and Related Product Manufacturing","$10M-$20M","20-49","9"
"2018","337","Furniture and Related Product Manufacturing","$20M-$50M","20-49","0"
"2018","337","Furniture and Related Product Manufacturing","$50M-$100M","20-49","0"
"2018","337","Furniture and Related Product Manufacturing","$100M-$500M","20-49","0"
"2018","337","Furniture and Related Product Manufacturing","$500M-$1B","20-49","0"
"2018","337","Furniture and Related Product Manufacturing","Over $1B","20-49","0"
"2018","337","Furniture and Related Product Manufacturing","Total","20-49","43"
"2018","337","Furniture and Related Product Manufacturing","NA","50-99","0"
"2018","337","Furniture and Related Product Manufacturing","Less than $100K","50-99","0"
"2018","337","Furniture and Related Product Manufacturing","$100K-$200K","50-99","0"
"2018","337","Furniture and Related Product Manufacturing","$200K-$500K","50-99","0"
"2018","337","Furniture and Related Product Manufacturing","$500K-$1M","50-99","0"
"2018","337","Furniture and Related Product Manufacturing","$1M-$2.5M","50-99","0"
"2018","337","Furniture and Related Product Manufacturing","$2.5M-$5M","50-99","0"
"2018","337","Furniture and Related Product Manufacturing","$5M-$10M","50-99","0"
"2018","337","Furniture and Related Product Manufacturing","$10M-$20M","50-99","8"
"2018","337","Furniture and Related Product Manufacturing","$20M-$50M","50-99","5"
"2018","337","Furniture and Related Product Manufacturing","$50M-$100M","50-99","0"
"2018","337","Furniture and Related Product Manufacturing","$100M-$500M","50-99","0"
"2018","337","Furniture and Related Product Manufacturing","$500M-$1B","50-99","0"
"2018","337","Furniture and Related Product Manufacturing","Over $1B","50-99","0"
"2018","337","Furniture and Related Product Manufacturing","Total","50-99","13"
"2018","337","Furniture and Related Product Manufacturing","NA","100-249","1"
"2018","337","Furniture and Related Product Manufacturing","Less than $100K","100-249","0"
"2018","337","Furniture and Related Product Manufacturing","$100K-$200K","100-249","0"
"2018","337","Furniture and Related Product Manufacturing","$200K-$500K","100-249","0"
"2018","337","Furniture and Related Product Manufacturing","$500K-$1M","100-249","0"
"2018","337","Furniture and Related Product Manufacturing","$1M-$2.5M","100-249","0"
"2018","337","Furniture and Related Product Manufacturing","$2.5M-$5M","100-249","0"
"2018","337","Furniture and Related Product Manufacturing","$5M-$10M","100-249","0"
"2018","337","Furniture and Related Product Manufacturing","$10M-$20M","100-249","1"
"2018","337","Furniture and Related Product Manufacturing","$20M-$50M","100-249","4"
"2018","337","Furniture and Related Product Manufacturing","$50M-$100M","100-249","1"
"2018","337","Furniture and Related Product Manufacturing","$100M-$500M","100-249","0"
"2018","337","Furniture and Related Product Manufacturing","$500M-$1B","100-249","0"
"2018","337","Furniture and Related Product Manufacturing","Over $1B","100-249","0"
"2018","337","Furniture and Related Product Manufacturing","Total","100-249","7"
"2018","337","Furniture and Related Product Manufacturing","NA","250-499","0"
"2018","337","Furniture and Related Product Manufacturing","Less than $100K","250-499","0"
"2018","337","Furniture and Related Product Manufacturing","$100K-$200K","250-499","0"
"2018","337","Furniture and Related Product Manufacturing","$200K-$500K","250-499","0"
"2018","337","Furniture and Related Product Manufacturing","$500K-$1M","250-499","0"
"2018","337","Furniture and Related Product Manufacturing","$1M-$2.5M","250-499","0"
"2018","337","Furniture and Related Product Manufacturing","$2.5M-$5M","250-499","0"
"2018","337","Furniture and Related Product Manufacturing","$5M-$10M","250-499","0"
"2018","337","Furniture and Related Product Manufacturing","$10M-$20M","250-499","0"
"2018","337","Furniture and Related Product Manufacturing","$20M-$50M","250-499","1"
"2018","337","Furniture and Related Product Manufacturing","$50M-$100M","250-499","1"
"2018","337","Furniture and Related Product Manufacturing","$100M-$500M","250-499","0"
"2018","337","Furniture and Related Product Manufacturing","$500M-$1B","250-499","0"
"2018","337","Furniture and Related Product Manufacturing","Over $1B","250-499","0"
"2018","337","Furniture and Related Product Manufacturing","Total","250-499","2"
"2018","337","Furniture and Related Product Manufacturing","NA","500-999","0"
"2018","337","Furniture and Related Product Manufacturing","Less than $100K","500-999","0"
"2018","337","Furniture and Related Product Manufacturing","$100K-$200K","500-999","0"
"2018","337","Furniture and Related Product Manufacturing","$200K-$500K","500-999","0"
"2018","337","Furniture and Related Product Manufacturing","$500K-$1M","500-999","0"
"2018","337","Furniture and Related Product Manufacturing","$1M-$2.5M","500-999","0"
"2018","337","Furniture and Related Product Manufacturing","$2.5M-$5M","500-999","0"
"2018","337","Furniture and Related Product Manufacturing","$5M-$10M","500-999","0"
"2018","337","Furniture and Related Product Manufacturing","$10M-$20M","500-999","0"
"2018","337","Furniture and Related Product Manufacturing","$20M-$50M","500-999","0"
"2018","337","Furniture and Related Product Manufacturing","$50M-$100M","500-999","1"
"2018","337","Furniture and Related Product Manufacturing","$100M-$500M","500-999","0"
"2018","337","Furniture and Related Product Manufacturing","$500M-$1B","500-999","0"
"2018","337","Furniture and Related Product Manufacturing","Over $1B","500-999","0"
"2018","337","Furniture and Related Product Manufacturing","Total","500-999","1"
"2018","337","Furniture and Related Product Manufacturing","NA","1,000-4,999","0"
"2018","337","Furniture and Related Product Manufacturing","Less than $100K","1,000-4,999","0"
"2018","337","Furniture and Related Product Manufacturing","$100K-$200K","1,000-4,999","0"
"2018","337","Furniture and Related Product Manufacturing","$200K-$500K","1,000-4,999","0"
"2018","337","Furniture and Related Product Manufacturing","$500K-$1M","1,000-4,999","0"
"2018","337","Furniture and Related Product Manufacturing","$1M-$2.5M","1,000-4,999","0"
"2018","337","Furniture and Related Product Manufacturing","$2.5M-$5M","1,000-4,999","0"
"2018","337","Furniture and Related Product Manufacturing","$5M-$10M","1,000-4,999","0"
"2018","337","Furniture and Related Product Manufacturing","$10M-$20M","1,000-4,999","0"
"2018","337","Furniture and Related Product Manufacturing","$20M-$50M","1,000-4,999","0"
"2018","337","Furniture and Related Product Manufacturing","$50M-$100M","1,000-4,999","0"
"2018","337","Furniture and Related Product Manufacturing","$100M-$500M","1,000-4,999","0"
"2018","337","Furniture and Related Product Manufacturing","$500M-$1B","1,000-4,999","0"
"2018","337","Furniture and Related Product Manufacturing","Over $1B","1,000-4,999","0"
"2018","337","Furniture and Related Product Manufacturing","Total","1,000-4,999","0"
"2018","337","Furniture and Related Product Manufacturing","NA","5,000-9,999","0"
"2018","337","Furniture and Related Product Manufacturing","Less than $100K","5,000-9,999","0"
"2018","337","Furniture and Related Product Manufacturing","$100K-$200K","5,000-9,999","0"
"2018","337","Furniture and Related Product Manufacturing","$200K-$500K","5,000-9,999","0"
"2018","337","Furniture and Related Product Manufacturing","$500K-$1M","5,000-9,999","0"
"2018","337","Furniture and Related Product Manufacturing","$1M-$2.5M","5,000-9,999","0"
"2018","337","Furniture and Related Product Manufacturing","$2.5M-$5M","5,000-9,999","0"
"2018","337","Furniture and Related Product Manufacturing","$5M-$10M","5,000-9,999","0"
"2018","337","Furniture and Related Product Manufacturing","$10M-$20M","5,000-9,999","0"
"2018","337","Furniture and Related Product Manufacturing","$20M-$50M","5,000-9,999","0"
"2018","337","Furniture and Related Product Manufacturing","$50M-$100M","5,000-9,999","0"
"2018","337","Furniture and Related Product Manufacturing","$100M-$500M","5,000-9,999","0"
"2018","337","Furniture and Related Product Manufacturing","$500M-$1B","5,000-9,999","0"
"2018","337","Furniture and Related Product Manufacturing","Over $1B","5,000-9,999","0"
"2018","337","Furniture and Related Product Manufacturing","Total","5,000-9,999","0"
"2018","337","Furniture and Related Product Manufacturing","NA","Over 10,000","0"
"2018","337","Furniture and Related Product Manufacturing","Less than $100K","Over 10,000","0"
"2018","337","Furniture and Related Product Manufacturing","$100K-$200K","Over 10,000","0"
"2018","337","Furniture and Related Product Manufacturing","$200K-$500K","Over 10,000","0"
"2018","337","Furniture and Related Product Manufacturing","$500K-$1M","Over 10,000","0"
"2018","337","Furniture and Related Product Manufacturing","$1M-$2.5M","Over 10,000","0"
"2018","337","Furniture and Related Product Manufacturing","$2.5M-$5M","Over 10,000","0"
"2018","337","Furniture and Related Product Manufacturing","$5M-$10M","Over 10,000","0"
"2018","337","Furniture and Related Product Manufacturing","$10M-$20M","Over 10,000","0"
"2018","337","Furniture and Related Product Manufacturing","$20M-$50M","Over 10,000","0"
"2018","337","Furniture and Related Product Manufacturing","$50M-$100M","Over 10,000","0"
"2018","337","Furniture and Related Product Manufacturing","$100M-$500M","Over 10,000","0"
"2018","337","Furniture and Related Product Manufacturing","$500M-$1B","Over 10,000","0"
"2018","337","Furniture and Related Product Manufacturing","Over $1B","Over 10,000","0"
"2018","337","Furniture and Related Product Manufacturing","Total","Over 10,000","0"
"2018","337","Furniture and Related Product Manufacturing","NA","NA","5"
"2018","337","Furniture and Related Product Manufacturing","Less than $100K","NA","0"
"2018","337","Furniture and Related Product Manufacturing","$100K-$200K","NA","0"
"2018","337","Furniture and Related Product Manufacturing","$200K-$500K","NA","0"
"2018","337","Furniture and Related Product Manufacturing","$500K-$1M","NA","0"
"2018","337","Furniture and Related Product Manufacturing","$1M-$2.5M","NA","0"
"2018","337","Furniture and Related Product Manufacturing","$2.5M-$5M","NA","0"
"2018","337","Furniture and Related Product Manufacturing","$5M-$10M","NA","0"
"2018","337","Furniture and Related Product Manufacturing","$10M-$20M","NA","0"
"2018","337","Furniture and Related Product Manufacturing","$20M-$50M","NA","0"
"2018","337","Furniture and Related Product Manufacturing","$50M-$100M","NA","0"
"2018","337","Furniture and Related Product Manufacturing","$100M-$500M","NA","0"
"2018","337","Furniture and Related Product Manufacturing","$500M-$1B","NA","0"
"2018","337","Furniture and Related Product Manufacturing","Over $1B","NA","0"
"2018","337","Furniture and Related Product Manufacturing","Total","NA","5"
"2018","337","Furniture and Related Product Manufacturing","NA","Total","12"
"2018","337","Furniture and Related Product Manufacturing","Less than $100K","Total","0"
"2018","337","Furniture and Related Product Manufacturing","$100K-$200K","Total","20"
"2018","337","Furniture and Related Product Manufacturing","$200K-$500K","Total","119"
"2018","337","Furniture and Related Product Manufacturing","$500K-$1M","Total","303"
"2018","337","Furniture and Related Product Manufacturing","$1M-$2.5M","Total","1039"
"2018","337","Furniture and Related Product Manufacturing","$2.5M-$5M","Total","98"
"2018","337","Furniture and Related Product Manufacturing","$5M-$10M","Total","29"
"2018","337","Furniture and Related Product Manufacturing","$10M-$20M","Total","18"
"2018","337","Furniture and Related Product Manufacturing","$20M-$50M","Total","10"
"2018","337","Furniture and Related Product Manufacturing","$50M-$100M","Total","3"
"2018","337","Furniture and Related Product Manufacturing","$100M-$500M","Total","0"
"2018","337","Furniture and Related Product Manufacturing","$500M-$1B","Total","0"
"2018","337","Furniture and Related Product Manufacturing","Over $1B","Total","0"
"2018","337","Furniture and Related Product Manufacturing","Total","Total","1651"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","NA","1-4","5"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Less than $100K","1-4","58"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100K-$200K","1-4","216"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$200K-$500K","1-4","1453"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500K-$1M","1-4","227"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$1M-$2.5M","1-4","11"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$2.5M-$5M","1-4","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$5M-$10M","1-4","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$10M-$20M","1-4","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$20M-$50M","1-4","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$50M-$100M","1-4","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100M-$500M","1-4","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500M-$1B","1-4","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Over $1B","1-4","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Total","1-4","1970"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","NA","5-9","18"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Less than $100K","5-9","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100K-$200K","5-9","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$200K-$500K","5-9","67"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500K-$1M","5-9","810"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$1M-$2.5M","5-9","924"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$2.5M-$5M","5-9","1"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$5M-$10M","5-9","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$10M-$20M","5-9","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$20M-$50M","5-9","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$50M-$100M","5-9","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100M-$500M","5-9","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500M-$1B","5-9","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Over $1B","5-9","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Total","5-9","1820"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","NA","10-19","25"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Less than $100K","10-19","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100K-$200K","10-19","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$200K-$500K","10-19","9"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500K-$1M","10-19","13"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$1M-$2.5M","10-19","2956"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$2.5M-$5M","10-19","46"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$5M-$10M","10-19","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$10M-$20M","10-19","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$20M-$50M","10-19","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$50M-$100M","10-19","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100M-$500M","10-19","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500M-$1B","10-19","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Over $1B","10-19","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Total","10-19","3049"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","NA","20-49","10"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Less than $100K","20-49","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100K-$200K","20-49","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$200K-$500K","20-49","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500K-$1M","20-49","2"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$1M-$2.5M","20-49","17"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$2.5M-$5M","20-49","80"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$5M-$10M","20-49","52"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$10M-$20M","20-49","4"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$20M-$50M","20-49","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$50M-$100M","20-49","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100M-$500M","20-49","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500M-$1B","20-49","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Over $1B","20-49","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Total","20-49","165"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","NA","50-99","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","Less than $100K","50-99","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100K-$200K","50-99","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$200K-$500K","50-99","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$500K-$1M","50-99","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$1M-$2.5M","50-99","2"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$2.5M-$5M","50-99","2"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$5M-$10M","50-99","31"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$10M-$20M","50-99","31"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$20M-$50M","50-99","3"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$50M-$100M","50-99","0"
"2018","339","Miscellaneous Manufacturing (e.g. medical equipment and supplies, jewelry, silverware, sporting goods, toys, etc.)","$100M-$500M","50-99","0"
