"yr","naics_code","naics_code_descr","revenue_category","employee_size","number_of_biz"
"2020","321","Wood Product Manufacturing","$5M-$10M","20-49","35"
"2020","321","Wood Product Manufacturing","$10M-$20M","20-49","3"
"2020","321","Wood Product Manufacturing","$20M-$50M","20-49","1"
"2020","321","Wood Product Manufacturing","$50M-$100M","20-49","0"
"2020","321","Wood Product Manufacturing","$100M-$500M","20-49","0"
"2020","321","Wood Product Manufacturing","$500M-$1B","20-49","0"
"2020","321","Wood Product Manufacturing","Over $1B","20-49","0"
"2020","321","Wood Product Manufacturing","Total","20-49","47"
"2020","321","Wood Product Manufacturing","NA","50-99","0"
"2020","321","Wood Product Manufacturing","Less than $100K","50-99","1"
"2020","321","Wood Product Manufacturing","$100K-$200K","50-99","0"
"2020","321","Wood Product Manufacturing","$200K-$500K","50-99","0"
"2020","321","Wood Product Manufacturing","$500K-$1M","50-99","0"
"2020","321","Wood Product Manufacturing","$1M-$2.5M","50-99","0"
"2020","321","Wood Product Manufacturing","$2.5M-$5M","50-99","0"
"2020","321","Wood Product Manufacturing","$5M-$10M","50-99","3"
"2020","321","Wood Product Manufacturing","$10M-$20M","50-99","16"
"2020","321","Wood Product Manufacturing","$20M-$50M","50-99","3"
"2020","321","Wood Product Manufacturing","$50M-$100M","50-99","0"
"2020","321","Wood Product Manufacturing","$100M-$500M","50-99","0"
"2020","321","Wood Product Manufacturing","$500M-$1B","50-99","0"
"2020","321","Wood Product Manufacturing","Over $1B","50-99","0"
"2020","321","Wood Product Manufacturing","Total","50-99","23"
"2020","321","Wood Product Manufacturing","NA","100-249","0"
"2020","321","Wood Product Manufacturing","Less than $100K","100-249","0"
"2020","321","Wood Product Manufacturing","$100K-$200K","100-249","0"
"2020","321","Wood Product Manufacturing","$200K-$500K","100-249","0"
"2020","321","Wood Product Manufacturing","$500K-$1M","100-249","0"
"2020","321","Wood Product Manufacturing","$1M-$2.5M","100-249","0"
"2020","321","Wood Product Manufacturing","$2.5M-$5M","100-249","0"
"2020","321","Wood Product Manufacturing","$5M-$10M","100-249","0"
"2020","321","Wood Product Manufacturing","$10M-$20M","100-249","2"
"2020","321","Wood Product Manufacturing","$20M-$50M","100-249","3"
"2020","321","Wood Product Manufacturing","$50M-$100M","100-249","0"
"2020","321","Wood Product Manufacturing","$100M-$500M","100-249","0"
"2020","321","Wood Product Manufacturing","$500M-$1B","100-249","0"
"2020","321","Wood Product Manufacturing","Over $1B","100-249","0"
"2020","321","Wood Product Manufacturing","Total","100-249","5"
"2020","321","Wood Product Manufacturing","NA","250-499","0"
"2020","321","Wood Product Manufacturing","Less than $100K","250-499","1"
"2020","321","Wood Product Manufacturing","$100K-$200K","250-499","0"
"2020","321","Wood Product Manufacturing","$200K-$500K","250-499","0"
"2020","321","Wood Product Manufacturing","$500K-$1M","250-499","0"
"2020","321","Wood Product Manufacturing","$1M-$2.5M","250-499","0"
"2020","321","Wood Product Manufacturing","$2.5M-$5M","250-499","0"
"2020","321","Wood Product Manufacturing","$5M-$10M","250-499","0"
"2020","321","Wood Product Manufacturing","$10M-$20M","250-499","0"
"2020","321","Wood Product Manufacturing","$20M-$50M","250-499","1"
"2020","321","Wood Product Manufacturing","$50M-$100M","250-499","0"
"2020","321","Wood Product Manufacturing","$100M-$500M","250-499","0"
"2020","321","Wood Product Manufacturing","$500M-$1B","250-499","0"
"2020","321","Wood Product Manufacturing","Over $1B","250-499","0"
"2020","321","Wood Product Manufacturing","Total","250-499","2"
"2020","321","Wood Product Manufacturing","NA","500-999","0"
"2020","321","Wood Product Manufacturing","Less than $100K","500-999","0"
"2020","321","Wood Product Manufacturing","$100K-$200K","500-999","0"
"2020","321","Wood Product Manufacturing","$200K-$500K","500-999","0"
"2020","321","Wood Product Manufacturing","$500K-$1M","500-999","0"
"2020","321","Wood Product Manufacturing","$1M-$2.5M","500-999","0"
"2020","321","Wood Product Manufacturing","$2.5M-$5M","500-999","0"
"2020","321","Wood Product Manufacturing","$5M-$10M","500-999","0"
"2020","321","Wood Product Manufacturing","$10M-$20M","500-999","0"
"2020","321","Wood Product Manufacturing","$20M-$50M","500-999","0"
"2020","321","Wood Product Manufacturing","$50M-$100M","500-999","0"
"2020","321","Wood Product Manufacturing","$100M-$500M","500-999","0"
"2020","321","Wood Product Manufacturing","$500M-$1B","500-999","0"
"2020","321","Wood Product Manufacturing","Over $1B","500-999","0"
"2020","321","Wood Product Manufacturing","Total","500-999","0"
"2020","321","Wood Product Manufacturing","NA","1,000-4,999","0"
"2020","321","Wood Product Manufacturing","Less than $100K","1,000-4,999","0"
"2020","321","Wood Product Manufacturing","$100K-$200K","1,000-4,999","0"
"2020","321","Wood Product Manufacturing","$200K-$500K","1,000-4,999","0"
"2020","321","Wood Product Manufacturing","$500K-$1M","1,000-4,999","0"
"2020","321","Wood Product Manufacturing","$1M-$2.5M","1,000-4,999","0"
"2020","321","Wood Product Manufacturing","$2.5M-$5M","1,000-4,999","0"
"2020","321","Wood Product Manufacturing","$5M-$10M","1,000-4,999","0"
"2020","321","Wood Product Manufacturing","$10M-$20M","1,000-4,999","0"
"2020","321","Wood Product Manufacturing","$20M-$50M","1,000-4,999","0"
"2020","321","Wood Product Manufacturing","$50M-$100M","1,000-4,999","0"
"2020","321","Wood Product Manufacturing","$100M-$500M","1,000-4,999","0"
"2020","321","Wood Product Manufacturing","$500M-$1B","1,000-4,999","0"
"2020","321","Wood Product Manufacturing","Over $1B","1,000-4,999","0"
"2020","321","Wood Product Manufacturing","Total","1,000-4,999","0"
"2020","321","Wood Product Manufacturing","NA","5,000-9,999","0"
"2020","321","Wood Product Manufacturing","Less than $100K","5,000-9,999","0"
"2020","321","Wood Product Manufacturing","$100K-$200K","5,000-9,999","0"
"2020","321","Wood Product Manufacturing","$200K-$500K","5,000-9,999","0"
"2020","321","Wood Product Manufacturing","$500K-$1M","5,000-9,999","0"
"2020","321","Wood Product Manufacturing","$1M-$2.5M","5,000-9,999","0"
"2020","321","Wood Product Manufacturing","$2.5M-$5M","5,000-9,999","0"
"2020","321","Wood Product Manufacturing","$5M-$10M","5,000-9,999","0"
"2020","321","Wood Product Manufacturing","$10M-$20M","5,000-9,999","0"
"2020","321","Wood Product Manufacturing","$20M-$50M","5,000-9,999","0"
"2020","321","Wood Product Manufacturing","$50M-$100M","5,000-9,999","0"
"2020","321","Wood Product Manufacturing","$100M-$500M","5,000-9,999","0"
"2020","321","Wood Product Manufacturing","$500M-$1B","5,000-9,999","0"
"2020","321","Wood Product Manufacturing","Over $1B","5,000-9,999","0"
"2020","321","Wood Product Manufacturing","Total","5,000-9,999","0"
"2020","321","Wood Product Manufacturing","NA","Over 10,000","0"
"2020","321","Wood Product Manufacturing","Less than $100K","Over 10,000","0"
"2020","321","Wood Product Manufacturing","$100K-$200K","Over 10,000","0"
"2020","321","Wood Product Manufacturing","$200K-$500K","Over 10,000","0"
"2020","321","Wood Product Manufacturing","$500K-$1M","Over 10,000","0"
"2020","321","Wood Product Manufacturing","$1M-$2.5M","Over 10,000","0"
"2020","321","Wood Product Manufacturing","$2.5M-$5M","Over 10,000","0"
"2020","321","Wood Product Manufacturing","$5M-$10M","Over 10,000","0"
"2020","321","Wood Product Manufacturing","$10M-$20M","Over 10,000","0"
"2020","321","Wood Product Manufacturing","$20M-$50M","Over 10,000","0"
"2020","321","Wood Product Manufacturing","$50M-$100M","Over 10,000","0"
"2020","321","Wood Product Manufacturing","$100M-$500M","Over 10,000","0"
"2020","321","Wood Product Manufacturing","$500M-$1B","Over 10,000","0"
"2020","321","Wood Product Manufacturing","Over $1B","Over 10,000","0"
"2020","321","Wood Product Manufacturing","Total","Over 10,000","0"
"2020","321","Wood Product Manufacturing","NA","NA","0"
"2020","321","Wood Product Manufacturing","Less than $100K","NA","0"
"2020","321","Wood Product Manufacturing","$100K-$200K","NA","0"
"2020","321","Wood Product Manufacturing","$200K-$500K","NA","0"
"2020","321","Wood Product Manufacturing","$500K-$1M","NA","0"
"2020","321","Wood Product Manufacturing","$1M-$2.5M","NA","0"
"2020","321","Wood Product Manufacturing","$2.5M-$5M","NA","0"
"2020","321","Wood Product Manufacturing","$5M-$10M","NA","0"
"2020","321","Wood Product Manufacturing","$10M-$20M","NA","0"
"2020","321","Wood Product Manufacturing","$20M-$50M","NA","0"
"2020","321","Wood Product Manufacturing","$50M-$100M","NA","0"
"2020","321","Wood Product Manufacturing","$100M-$500M","NA","0"
"2020","321","Wood Product Manufacturing","$500M-$1B","NA","0"
"2020","321","Wood Product Manufacturing","Over $1B","NA","0"
"2020","321","Wood Product Manufacturing","Total","NA","0"
"2020","321","Wood Product Manufacturing","NA","Total","0"
"2020","321","Wood Product Manufacturing","Less than $100K","Total","3"
"2020","321","Wood Product Manufacturing","$100K-$200K","Total","60"
"2020","321","Wood Product Manufacturing","$200K-$500K","Total","69"
"2020","321","Wood Product Manufacturing","$500K-$1M","Total","123"
"2020","321","Wood Product Manufacturing","$1M-$2.5M","Total","122"
"2020","321","Wood Product Manufacturing","$2.5M-$5M","Total","220"
"2020","321","Wood Product Manufacturing","$5M-$10M","Total","38"
"2020","321","Wood Product Manufacturing","$10M-$20M","Total","24"
"2020","321","Wood Product Manufacturing","$20M-$50M","Total","8"
"2020","321","Wood Product Manufacturing","$50M-$100M","Total","0"
"2020","321","Wood Product Manufacturing","$100M-$500M","Total","0"
"2020","321","Wood Product Manufacturing","$500M-$1B","Total","0"
"2020","321","Wood Product Manufacturing","Over $1B","Total","0"
"2020","321","Wood Product Manufacturing","Total","Total","667"
"2020","322","Paper Manufacturing","NA","1-4","0"
"2020","322","Paper Manufacturing","Less than $100K","1-4","1"
"2020","322","Paper Manufacturing","$100K-$200K","1-4","8"
"2020","322","Paper Manufacturing","$200K-$500K","1-4","19"
"2020","322","Paper Manufacturing","$500K-$1M","1-4","29"
"2020","322","Paper Manufacturing","$1M-$2.5M","1-4","5"
"2020","322","Paper Manufacturing","$2.5M-$5M","1-4","0"
"2020","322","Paper Manufacturing","$5M-$10M","1-4","0"
"2020","322","Paper Manufacturing","$10M-$20M","1-4","0"
"2020","322","Paper Manufacturing","$20M-$50M","1-4","0"
"2020","322","Paper Manufacturing","$50M-$100M","1-4","0"
"2020","322","Paper Manufacturing","$100M-$500M","1-4","0"
"2020","322","Paper Manufacturing","$500M-$1B","1-4","0"
"2020","322","Paper Manufacturing","Over $1B","1-4","0"
"2020","322","Paper Manufacturing","Total","1-4","62"
"2020","322","Paper Manufacturing","NA","5-9","0"
"2020","322","Paper Manufacturing","Less than $100K","5-9","0"
"2020","322","Paper Manufacturing","$100K-$200K","5-9","0"
"2020","322","Paper Manufacturing","$200K-$500K","5-9","0"
"2020","322","Paper Manufacturing","$500K-$1M","5-9","8"
"2020","322","Paper Manufacturing","$1M-$2.5M","5-9","17"
"2020","322","Paper Manufacturing","$2.5M-$5M","5-9","3"
"2020","322","Paper Manufacturing","$5M-$10M","5-9","0"
"2020","322","Paper Manufacturing","$10M-$20M","5-9","0"
"2020","322","Paper Manufacturing","$20M-$50M","5-9","0"
"2020","322","Paper Manufacturing","$50M-$100M","5-9","0"
"2020","322","Paper Manufacturing","$100M-$500M","5-9","0"
"2020","322","Paper Manufacturing","$500M-$1B","5-9","0"
"2020","322","Paper Manufacturing","Over $1B","5-9","0"
"2020","322","Paper Manufacturing","Total","5-9","28"
"2020","322","Paper Manufacturing","NA","10-19","0"
"2020","322","Paper Manufacturing","Less than $100K","10-19","0"
"2020","322","Paper Manufacturing","$100K-$200K","10-19","0"
"2020","322","Paper Manufacturing","$200K-$500K","10-19","0"
"2020","322","Paper Manufacturing","$500K-$1M","10-19","0"
"2020","322","Paper Manufacturing","$1M-$2.5M","10-19","11"
"2020","322","Paper Manufacturing","$2.5M-$5M","10-19","10"
"2020","322","Paper Manufacturing","$5M-$10M","10-19","6"
"2020","322","Paper Manufacturing","$10M-$20M","10-19","1"
"2020","322","Paper Manufacturing","$20M-$50M","10-19","0"
"2020","322","Paper Manufacturing","$50M-$100M","10-19","0"
"2020","322","Paper Manufacturing","$100M-$500M","10-19","0"
"2020","322","Paper Manufacturing","$500M-$1B","10-19","0"
"2020","322","Paper Manufacturing","Over $1B","10-19","0"
"2020","322","Paper Manufacturing","Total","10-19","28"
"2020","322","Paper Manufacturing","NA","20-49","0"
"2020","322","Paper Manufacturing","Less than $100K","20-49","0"
"2020","322","Paper Manufacturing","$100K-$200K","20-49","0"
"2020","322","Paper Manufacturing","$200K-$500K","20-49","0"
"2020","322","Paper Manufacturing","$500K-$1M","20-49","0"
"2020","322","Paper Manufacturing","$1M-$2.5M","20-49","0"
"2020","322","Paper Manufacturing","$2.5M-$5M","20-49","13"
"2020","322","Paper Manufacturing","$5M-$10M","20-49","32"
"2020","322","Paper Manufacturing","$10M-$20M","20-49","10"
"2020","322","Paper Manufacturing","$20M-$50M","20-49","0"
"2020","322","Paper Manufacturing","$50M-$100M","20-49","0"
"2020","322","Paper Manufacturing","$100M-$500M","20-49","0"
"2020","322","Paper Manufacturing","$500M-$1B","20-49","0"
"2020","322","Paper Manufacturing","Over $1B","20-49","0"
"2020","322","Paper Manufacturing","Total","20-49","55"
"2020","322","Paper Manufacturing","NA","50-99","0"
"2020","322","Paper Manufacturing","Less than $100K","50-99","0"
"2020","322","Paper Manufacturing","$100K-$200K","50-99","0"
"2020","322","Paper Manufacturing","$200K-$500K","50-99","0"
"2020","322","Paper Manufacturing","$500K-$1M","50-99","0"
"2020","322","Paper Manufacturing","$1M-$2.5M","50-99","0"
"2020","322","Paper Manufacturing","$2.5M-$5M","50-99","0"
"2020","322","Paper Manufacturing","$5M-$10M","50-99","3"
"2020","322","Paper Manufacturing","$10M-$20M","50-99","17"
"2020","322","Paper Manufacturing","$20M-$50M","50-99","1"
"2020","322","Paper Manufacturing","$50M-$100M","50-99","0"
"2020","322","Paper Manufacturing","$100M-$500M","50-99","0"
"2020","322","Paper Manufacturing","$500M-$1B","50-99","0"
"2020","322","Paper Manufacturing","Over $1B","50-99","0"
"2020","322","Paper Manufacturing","Total","50-99","21"
"2020","322","Paper Manufacturing","NA","100-249","0"
"2020","322","Paper Manufacturing","Less than $100K","100-249","1"
"2020","322","Paper Manufacturing","$100K-$200K","100-249","0"
